character gender,characters,type,Character_dialogue
M,JACK,son of a bitch,"How often do you see someone holding  a live grenade listening to the fuse?  Besides, the arrogant son of a bitch  bastard smiled at me. "
M,RAMIREZ,son of a bitch,"What kind of a sadistic son of a  bitch are you? You use those poor  people... you use anything to get  what you want. Jack reaches into the large pocket of his lab coat and pulls  out a small photo album, the kind families use to put in the  35 photos of their vacations. He puts it into Ramirez's  hand."
M,RAMIREZ,son of a bitch,Bullshit I want him. I want that  son of a bitch Carlos And I want  him dead
M,JACK,son of a bitch,What happened to I want the son of a  bitch dead? You think Carlos has had  a change of heart and turned nice  all of a sudden?
M,JACK,son of a bitch,You want to get back to bein' you?  Then finish it. Kill him. Kill him  and he's dead and it's over with.  You walk away from it now and what  do you think you are gonna be like  the next time you read that that son  of a bitch blew up some airplane  full of women and kids.
M,JOHN,son of a bitch,"I don't know, when you talk about  her, you are not such an arrogant son  of a bitch. You get all whiny and  stupid. I like that."
M,SELFRIDGE,son of a bitch,"Son of a bitch PUSH IN ON QUARITCH as his jaw clenches in cold fury. He turns and strides toward the door, shouting to his  COMMANDER as he passes."
M,TONY,son of a bitch,"Yeah. That's just a preview, this is opening night. Loki's a fulltilt diva. He wants flowers, he wants parades, he wants a monument built in the skies with his name plastered... Sonofabitch "
M,RICHARD,son of a bitch,Son of a bitch... He throws the phone away and runs after the bus. We hear Mark's desperate voice over the receiver.
M,TIM,son of a bitch,You crooked son of a bitch. Why 115?
M,STEPHEN,son of a bitch,"No, we will hit the son of a bitch  head on."
M,SWAYZAK,son of a bitch,I wish I could just fire the son of  a bitch.
M,PENGELLY,son of a bitch,"I mean, I know women have gotta bang  somebody, but why that son of a bitch? Stephen gives Pengelly an icy, sideways look."
M,SHADOW,son of a bitch,"You sneaky little son of a bitch...  Hide and seek... Come on, tell me  what I want to know... He scratches at some soot. Smiles and lifts a small hand  recorder."
M,SHADOW,son of a bitch,Son of a bitch tears 'em apart just  to eat the oxygen. Wouldn't take  much at all to melt ten gauge wire.  Problem's burnt magnesium leaves a  powder trace  unless you could  find something that would eat its  residue.
M,SHADOW,son of a bitch,"That's it Oh, that son of a bitch,  he's different, goddamn it You see  what this tells us, huh? Our killer  doesn't love fire"
M,BRIAN,son of a bitch,You could have scared the son of  a bitch off. We may never bust him  now. All for a couple's political  points.
M,SWAYZAK,son of a bitch,Just catch the son of a bitch. The door shuts and Swayzak roars away. 
M,SHADOW,son of a bitch,Son of a bitch. They knew each other. 
M,STEPHEN,son of a bitch,"You crazy son of a bitch, why couldn't  you stay behind a desk where you  belong?"
M,STEPHEN,son of a bitch,You stupid son of a bitch What the  fuck are you doing
M,CASPER,son of a bitch,Sonofabitch   There's the girl But just as they start the car.    KUHTHUNK  the CAR lurches.
M,LOWREY,son of a bitch,Or one really smart sonofabitch.
M,LOWREY,son of a bitch,"You twisted motherfucker... Jojo, you sonofabitch. When I get my hands on you, I swear, I am gonna kill you. The snitch who tipped us to the dope lab? Turns out to be a bogus address."
M,CZAPP,son of a bitch,"Listen to me, you sonofabitch. I am gonna make one God damn thing God damn clear. Your reputation is smoke. Whatever they say you is or once was, I don't give a flyin' fuck. 'Cause it's my sayso now. And your fuckin' brother's up for grabs. Czapp looks away from Jesse and shouts down the table"
M,FBI,son of a bitch,Sonofabitch. This guy's crazy. 
M,CATFISH,son of a bitch,"OH, YOU SONOFABITCH"
M,WILLIE,son of a bitch,Son of a BITCH ...you LOUSY...  STINKEN... ROTTEN... CHEATING... NO  GOOD... 
M,WILLIE,son of a bitch,"Nope, it was because he was a mean,  drunk son of a bitch. When he wasn't  busy busting my ass, he was puttin'  out cigarettes on my neck."
M,MARCUS,son of a bitch,You son of a bitch Gin pulls Marcus off.
M,GUS,son of a bitch,I am a smart sonofabitch.  I just  hide it. Nick smiles  and at that moment a beautiful BLONDE walks  into the room.  She looks like she has been asleep.  She is in  her early 20's.  She wears a very sheer robe.
M,GUS,son of a bitch,Not unless she got up in the ring  and turned into one mean  sonofabitch.
M,GUS,son of a bitch,"You... fucked her  Goddamn dumb  sonofabitch... You fucked her   Goddamn, you are one dumb  sonofabitch "
M,DUNBAR,son of a bitch,That son of a bitch.
M,STYLES,son of a bitch,"Four of my men are dead. You think Kendall had something to do with it, then you go get the son of a bitch. "
M,GORDON,son of a bitch,"Book the son of a bitch. GORDON storms out.  BARRETT jumps out of his chair, but the COPS restrain him.  Outraged, he bats their hands away..."
M,COP,son of a bitch,Dumb son of a bitch The MAN  BRUCE  steps back out of the squad car's path. The COPS take off  in hot pursuit of a riderless horse. 
M,DAVID,son of a bitch,"Good idea  with a boss who's a really ugly sonofabitch. She and DAVID manage to share a smile. They are going to get through this. Suddenly, we hear noise from the vampire game, coming from JENNIFER's room. KEVIN registers this and is puzzled. Then ALISON and DAVID notice it."
M,DALLAS,son of a bitch,Muddy Sonofabitch Hold it. What's he payin' ya?
M,PRESIDENT,son of a bitch,Gloomy predictions? That insolent son of a bitch
M,WALTER,son of a bitch,"I will see you in COURT, you son of a bitch I am suing you for assault Slander False arrest Banducci storms away. Walter shudders, upset. CUSTOMERS peer at him... then at the paintings. Curious, they migrate that way... Walter glances sideways. Gauging their reactions... Until  a swinging middleaged guy in horn rims and a suit lopes up. DICK NOLAN A man who hides his bored emptiness under a veneer of booze and broads. Dick leans in."
M,RALPH,son of a bitch,He used to call me at the hospital and say... Son of a bitch. Your days are numbered. Silence. Ralph looks over to Riggan.
M,RIGGAN,son of a bitch,"That sonofabitch would smile and say, Do you want to kneel down and unbuckle my belt? Or do you want me to take it off and use it? I learned how to make myself numb. But my sister  My little sister... Riggan can't go on. Mike is horrified."
M,CORONER,son of a bitch,"God love you, Elizabeth. Russell, when you get the son of a bitch who did this to her, give him a kick in the balls and tell him it's from Frederick D. Newbarr, M.D. Now all of you get out of here, I have got a date with a jumper suicide in ten minutes. "
M,MILLARD,son of a bitch,"Keep an eye on the evidence suppressor son of a bitch and his minions to make sure they don't try to coerce a confession out of that innocent man in the holding tank. He pats Bucky on the shoulder and walks inside. BUCKY CANVASSING THE WILSHIRE DISTRICT Restaurants, bars, juke joints. Bucky interviews every drunk on Western and Normandie..."
M,VOGEL,son of a bitch,"The spic's Felix Casco, a known dope trafficker. Maybe it was other dope scum, maybe Lee, maybe it was God. I say let our Mexican colleagues handle their own dirty laundry and we go back to LA and find the son of a bitch who sliced the Dahlia. "
M,NICK,son of a bitch,"I don't believe it... Sonofabitch     Ich, knowing they are being watched, grabs Nick by the sleeve and drags him off still pretending to be drunk."
M,NICK,son of a bitch,"While you were hanging out at the visa office, we found the sonofa bitch."
M,CONNER,son of a bitch,Tennessee Vols gotta practice indoors  just so those Florida State sonsa bitches don't spy on their plays  with satellites and shit.
M,WALTER,son of a bitch,"We need a new Leader. Someone everyone can unite behind. Felix would Love to be The One but we can't let that happen. He's a Crazy Sonofvabitch. A Loose Cannon. We need someone Articulate, who displays Great Leadership qualities... Cherry Revision 77."
M,SGT. TRAPP,son of a bitch,There's The Crazy Son of a Bitch Trapp gives Ron a Bear Hug. SGT. TRAPP  You did good.
M,WHISTLER,son of a bitch,Daylight.  Son of a bitch. 
M,REINHARDT,son of a bitch,"Son of a bitch As the others react with varying degrees of surprise and horror, Reinhardt savagely KICKS Blade across the face.  He HITS Blade again and again, driving him down to the floor. Then he bends and tugs the sword from Blade's backscabbard, preparing to cut his throat."
M,ARON,son of a bitch,"Hey That's my car, you son of a bitch Getting the truck in first, Adam has to go down the sidewalk a bungalow or two before he can get back onto the street.  He clips two parked cars as he does.  Brown comes running from the side of the house.  His pants are torn."
M,COTTON,son of a bitch,"This young man plays for my team and I will defend him like he's my own son Against you or any other redneck sonofabitch Michael watches, dumbfounded. He walks over to the livid Cotton and pulls him backwards, looks him in the eye. 124  124"
M,GEORGE,son of a bitch,"Hello, Derek?  This is George.  Am I wearing lipstick? I said, am I wearing lipstick?  Because when I am getting fucked, I want to make sure my face is pretty.  You are buying directly from Diego, aren't you, you son of a bitch? Derek Foreal in full New Year's regalia, complete with party hat."
M,FRED,son of a bitch,you sonofabitch.  Putting on George's boots.
M,POLICEMAN,son of a bitch,He hasn't fired a shot for six minutes. maybe we got him. get on the radio. get Detective Williams. ask him if we can rush the son of a bitch. A policeman runs off. more shots are fired into the building but none  are returned.  The policeman comes running back.
M,JEFFREY,son of a bitch,Yeah. I guess I did. He turns to Sandy with a worried look What's going to happen to me? F.B.I. MAN We are going to leave that up to Detective Williams. I will tell you though. you are  okay. you shot a real son of a bitch.
M,LOCKWOOD,son of a bitch,"I will go to trial. JUDGE WHITE                          Listen, you son of a bitch. You are a nice boy, you are young, you got a lot going for you. Try to understand me. We got 7,000 felony indictments in the Bronx every year. And we got room for 650 trials. And you are not going to be one of them."
M,WEISS,son of a bitch,"All the rich sons of bitches. They still think they own this city. They sit in their coops, Park Avenue, Fifth, Beekman Place, snug like a bug, twelvefoot ceilings, one wing for them, one for the help. They think money is going to protect them? Stupid sons of bitches. I had like to light a bonfire under all their lilywhite asses. Let them see what this feels like. Let the whole Third World see the smoke and come after them. Let them feel what it's like when every Puerto Rican, West Indian, Cuban, Korean, Chinese, Albanian, Filippino, black man from every corner of every borough  you don't think the future knows how to cross a bridge? You laugh. You laugh. turns and faces his aides Alright. Now this is what we are going to do. We are going to turn this thing around. If it kills us. We are going to prove to these black motherfuckers  excuse my language, Howard... 155    smiles acknowledgement of the apology."
